0.682953,0.014311972000000001,255,0,0
0.693196,0.0366,0,255,0
0.69661,0.0504,0,0,255
0.689782,0.0448,255,0,0
0.694903,0.0698,0,255,0
0.69661,0.0698,0,0,255
0.68466,0.0866,255,0,0
0.693196,0.092,0,255,0
0.698317,0.12539999999999998,0,0,255
0.686367,-0.0023469380000000002,255,0,0
0.693196,0.0448,0,255,0
0.694903,0.106,0,0,255
0.686367,0.0254,255,0,0
0.693196,0.0588,0,255,0
0.69661,0.055999999999999994,0,0,255
0.688075,0.0698,255,0,0
0.694903,0.017088456000000002,0,255,0
0.69661,0.055999999999999994,0,0,255
0.689782,0.106,255,0,0
0.693196,0.067,0,255,0
0.69661,0.0782,0,0,255
0.68466,-0.0328,255,0,0
0.693196,0.0726,0,255,0
0.69661,0.08099999999999999,0,0,255
0.688075,0.106,255,0,0
0.698317,0.0226,0,255,0
0.698317,0.067,0,0,255
0.688075,-0.0023469380000000002,255,0,0
0.693196,0.0448,0,255,0
0.694903,0.0642,0,0,255
0.686367,-0.0606,255,0,0
0.69661,0.008759002,0,255,0
0.694903,0.0476,0,0,255
0.686367,0.15039999999999998,255,0,0
0.69661,0.028200000000000003,0,255,0
0.698317,0.011535486,0,0,255
0.688075,0.0448,255,0,0
0.694903,-0.005123424,0,255,0
0.694903,0.131,0,0,255
0.68466,-0.0856,255,0,0
0.693196,0.0366,0,255,0
0.69661,0.0588,0,0,255
0.689782,0.09759999999999999,255,0,0
0.694903,0.0366,0,255,0
0.693196,0.0032060319999999997,0,0,255
0.686367,0.1142,255,0,0
0.69661,0.08099999999999999,0,255,0
0.69661,0.053200000000000004,0,0,255
0.686367,-0.0468,255,0,0
0.694903,0.12260000000000001,0,255,0
0.69661,0.005982516,0,0,255
0.689782,0.0476,255,0,0
0.693196,0.005982516,0,255,0
0.694903,0.0866,0,0,255
0.68466,-0.007899908,255,0,0
0.69661,-0.0218,0,255,0
0.691489,0.0838,0,0,255
0.688075,0.14200000000000002,255,0,0
0.693196,0.0504,0,255,0
0.69661,0.0448,0,0,255
0.689782,0.0032060319999999997,255,0,0
0.694903,0.0838,0,255,0
0.69661,-0.0246,0,0,255
0.689782,0.0838,255,0,0
0.69661,0.0588,0,255,0
0.694903,0.0782,0,0,255
0.688075,0.0726,255,0,0
0.69661,-0.049600000000000005,0,255,0
0.698317,0.0948,0,0,255
0.688075,0.08099999999999999,255,0,0
0.69661,0.014311972000000001,0,255,0
0.69661,0.0476,0,0,255
0.686367,0.042,255,0,0
0.694903,0.10319999999999999,0,255,0
0.694903,0.1142,0,0,255
0.688075,0.0338,255,0,0
0.69661,0.09759999999999999,0,255,0
0.69661,0.0726,0,0,255
0.688075,0.067,255,0,0
0.694903,0.00042954639999999997,0,255,0
0.698317,0.12260000000000001,0,0,255
0.688075,0.0726,255,0,0
0.698317,-0.010676394,0,255,0
0.694903,0.0504,0,0,255
0.68466,0.014311972000000001,255,0,0
0.693196,0.0892,0,255,0
0.694903,0.0254,0,0,255
0.686367,0.00042954639999999997,255,0,0
0.693196,0.0642,0,255,0
0.69661,0.031,0,0,255
0.68466,0.0698,255,0,0
0.69661,0.005982516,0,255,0
0.693196,0.053200000000000004,0,0,255
0.688075,0.09759999999999999,255,0,0
0.69661,0.053200000000000004,0,255,0
0.689782,0.031,0,0,255
0.688075,0.0254,255,0,0
0.693196,0.092,0,255,0
0.691489,0.0366,0,0,255
0.689782,-0.007899908,255,0,0
0.69661,0.1142,0,255,0
0.694903,0.0394,0,0,255
0.688075,0.1142,255,0,0
0.693196,0.0866,0,255,0
0.694903,0.1142,0,0,255
0.68466,0.0504,255,0,0
0.693196,0.1338,0,255,0
0.694903,0.0782,0,0,255
0.686367,0.0892,255,0,0
0.694903,0.0588,0,255,0
0.698317,0.0698,0,0,255
0.686367,-0.0246,255,0,0
0.691489,0.0338,0,255,0
0.69661,0.12260000000000001,0,0,255
0.688075,0.042,255,0,0
0.69661,0.0338,0,255,0
0.694903,0.0032060319999999997,0,0,255
0.686367,0.14200000000000002,255,0,0
0.693196,0.019864942,0,255,0
0.69661,0.0838,0,0,255
0.68466,0.0782,255,0,0
0.693196,-0.0328,0,255,0
0.698317,0.08099999999999999,0,0,255
0.686367,0.028200000000000003,255,0,0
0.694903,0.0366,0,255,0
0.693196,0.0366,0,0,255
0.686367,0.055999999999999994,255,0,0
0.69661,0.092,0,255,0
0.694903,0.042,0,0,255
0.68466,0.017088456000000002,255,0,0
0.693196,0.0782,0,255,0
0.694903,0.055999999999999994,0,0,255
0.686367,0.0394,255,0,0
0.69661,0.019864942,0,255,0
0.694903,0.09759999999999999,0,0,255
0.68466,0.031,255,0,0
0.69661,0.017088456000000002,0,255,0
0.69661,0.0892,0,0,255
0.686367,0.1338,255,0,0
0.693196,0.10319999999999999,0,255,0
0.69661,0.0838,0,0,255
0.686367,0.028200000000000003,255,0,0
0.69661,0.0448,0,255,0
0.694903,0.0782,0,0,255
0.68466,0.028200000000000003,255,0,0
0.69661,0.0616,0,255,0
0.69661,0.0588,0,0,255
0.686367,0.0642,255,0,0
0.693196,0.0616,0,255,0
0.698317,0.1088,0,0,255
0.686367,0.1198,255,0,0
0.693196,0.10039999999999999,0,255,0
0.693196,0.0448,0,0,255
0.688075,0.106,255,0,0
0.69661,0.09759999999999999,0,255,0
0.694903,0.12539999999999998,0,0,255
0.688075,0.0754,255,0,0
0.694903,0.0448,0,255,0
0.69661,0.0476,0,0,255
0.68466,0.0838,255,0,0
0.694903,0.0448,0,255,0
0.69661,0.0032060319999999997,0,0,255
0.686367,0.1114,255,0,0
0.694903,0.011535486,0,255,0
0.698317,0.0726,0,0,255
0.689782,0.10319999999999999,255,0,0
0.694903,0.0616,0,255,0
0.69661,0.156,0,0,255
0.686367,0.0394,255,0,0
0.694903,0.042,0,255,0
0.694903,0.0754,0,0,255
0.688075,0.0338,255,0,0
0.69661,0.055999999999999994,0,255,0
0.69661,0.092,0,0,255
0.68466,0.10319999999999999,255,0,0
0.69661,0.0394,0,255,0
0.69661,0.0338,0,0,255
0.682953,0.0504,255,0,0
0.69661,0.08099999999999999,0,255,0
0.698317,0.0504,0,0,255
0.68466,0.0642,255,0,0
0.693196,0.0754,0,255,0
